player_id	year	player_name	School	POS	HT	WT	ARM	HAND	40 yd	vert	broad	explosive_score	SPEED	DYNAMIC SPEED
6537	2005	Rian Wallace	Temple	OLB	6.25	241			4.68	35.5	0	0.456293333	-1.23664455	
6538	2014	Ricardo Allen	Purdue	DC	5.75	187			4.61	35.5	9.75	0.754775362	-5.176388431	
6539	2004	Ricardo Colclough	Tusculum	DC	5.916666667	194			4.49	39.5	10.58333333	0.836568075	-2.191479759	
6540	2004	Rich Alexis		RB	6.083333333	210			4.64	32	9.5	0.750821918	-3.978388998	
6541	1999	Rich Coady	Texas A and M	DS	6.083333333	210			4.55	36	9.916666667	0.813630137	-1.961566798	
6542	2004	Rich Gardner	Penn State	DC	5.916666667	199			4.46	36.5	10.25	0.811415493	-0.739464445	
6543	2021	Richard LeCounte III	Georgia	S	5.833333333	196	31.63	9	4.79	32.5	10.66666667	0.782133333	-8.226086328	-9.968398866
6544	2006	Richard Marshall	Fresno State	DC	5.916666667	189			4.42	37	10.75	0.794598592	-1.372348109	
6545	2021	Richard McBryde	SMU	LB	6	226	30.63	9	4.93	27.5	9.5	0.76275	-7.469063588	-6.164089961
6546	2000	Richard Mercier	Miami (FL)	OG	6.25	295			5.39	26	8.083333333	0.854188889	-8.54155591	
6547	2001	Richard Newsome		DS	5.916666667	203			4.59		0	0	-3.051088852	
6548	2009	Richard Quinn	North Carolina	TE	6.333333333	264			4.88	32.5	9.916666667	0.933842105	-2.804733098	
6549	2014	Richard Rodgers	California	TE	6.333333333	257			4.87	31.5	9.666666667	0.883719298	-3.551272596	-0.9005171
6550	2000	Richard Seals	Utah	DT	6.166666667	316			5.13	28.5	8.5	0.994972973	-0.071068859	
6551	2004	Richard Seigler	Oregon State	ILB	6.166666667	243			4.75		0	0	-2.010255005	
6552	2011	Richard Sherman	Stanford	DC	6.25	195	32	9.75	4.54	38	10.41666667	0.774366667	-4.834389374	
6553	2021	Richie Grant	UCF	S	5.916666667	197	32.63	9.38	4.57	34.5	10.75	0.800485915	-3.537909547	-0.472012665
6554	2018	Richie James	Middle Tennessee State	WR	5.833333333	183			4.48	35.5		0.371228571	-3.286595271	-3.496855064
6555	2006	Richie Ross		WR	6.333333333	209			4.61	37	10	0.792	-4.722745962	
6556	2001	Richmond Flowers	Chattanooga	WR	5.916666667	195			4.55	35.5	9.5	0.75528169	-3.399161412	-3.733532213
6557	2001	Rick Crowell	Colorado State	OLB	6.25	242			5.03	31	9.083333333	0.810431111	-8.658459029	
6558	2001	Rick DeMulling	Idaho	OG	6.333333333	307			5.24	31.5	8.833333333	1.00852193	-4.457270199	
6559	1999	Rick Nord		OG	6.5	306			5.3	25.5	8.166666667	0.848692308	-6.834293653	
6560	2002	Rick Sherrod		DS	6.166666667	192			4.62	37	9.916666667	0.744216216	-6.745165432	
6561	2001	Rickie Simpkins		DT	6.25	287			5.28	29.5	8.083333333	0.884597778	-7.425721624	
6562	2011	Ricky Elmore		EDGE	6.416666667	255	31	9.75	4.88	31.5	8.833333333	0.826818182	-4.50376287	
6563	2011	Ricky Henry		OG	6.25	308	33.63	10.25	5.68	24	7.5	0.82544	-12.51053796	
6564	2009	Ricky Jean Francois		DT	6.25	295			5.18	26	0	0.409066667	-4.312664121	
6565	2003	Ricky Manning		DC	5.75	185			4.52	36.5	9.75	0.757427536	-3.448962127	
6566	2010	Ricky Sapp	Clemson	EDGE	6.333333333	252	34.5	9.75	4.65	34	9.5	0.891947368	0.463265481	-2.384234705
6567	2011	Ricky Stanzi	Iowa	QB	6.333333333	223	32	10	4.87	32.5	9.166666667	0.758004386	-8.466684563	
6568	2023	Ricky Stromberg	Arkansas	OC	6.25	306	33.25	9.75	5.26	32.5	9.25	1.05876	-4.453948121	
6569	1999	Ricky Thompson		DS	6.083333333	181			4.68	36	10.08333333	0.707057078	-9.51951694	
6570	2013	Ricky Wagner	Wisconsin	OT	6.5	308	34	9.88	5.17	31.5	8.416666667	0.96282906	-3.957853837	-5.089863949
6571	2002	Ricky Williams		RB	5.583333333	190			4.47	32.5	9.166666667	0.732587065	-0.608035474	
