player_id,year,player_name,School,POS,HT,WT,ARM,HAND,40 yd,vert,broad,explosive_score,SPEED,DYNAMIC SPEED,canonical_position,explosive_percentile,speed_percentile,dynamic_speed_percentile
1396,2020,Adam Trautman,Dayton,TE,6.41,255,32.63,9.5,4.79,34.5,9.5,0.898400936,-2.540408146,4.772407746,TE,66.44,46.03,100.0
1397,2010,Adam Ulatoski,,OG,6.5,300,33.25,9.63,5.52,26,0,0.4,-12.09697576,,IOL,10.49,2.62,
1398,2018,Adam Winter,Wake Forest,DT,6.088888889,258,31,9.25,5.3,30,9,0.868631387,-11.01385571,-7.591522189,DT,30.67,0.72,2.56
1399,2016,Adams Jerell,South Carolina,TE,6.416666667,247,34.38,9.75,4.64,32.5,9.75,0.854876623,-0.428722255,-0.057083317,TE,45.27,70.33,64.03
1400,2017,"Adams, Jamal",LSU,SS,6,214,33.38,9.25,4.56,31.5,10,0.790611111,-1.154252841,-1.104009297,S,54.4,73.11,77.01
1401,2017,"Adams, Rodney",South Florida,WR,6.083333333,189,32,9,4.44,29.5,10.41666667,0.683075342,-2.649010817,-5.429710802,WR,20.52,47.61,26.49
1402,2016,"Adams, Vernon",Oregon,QB,5.833333333,200,30.25,9.13,4.83,,,0,-8.462722956,-0.222319725,QB,3.6,37.67,86.61
1403,2008,Adarius Bowman,,WR,6.25,223,,,4.74,,0,0,-5.134838758,,WR,4.44,16.88,
1404,2016,"Addison, Bralon",Oregon,WR,5.75,197,29.5,9.13,4.66,34.5,10.08333333,0.797041063,-4.668377611,-2.154086834,WR,70.23,21.66,64.54
1405,2017,"Adeboyejo, Quincy",Mississippi,WR,6.25,197,31.75,9.38,4.42,34.5,10.25,0.739406667,-1.764907408,-1.257884724,WR,39.6,60.98,74.7
1406,2005,Adell Duckett,,EDGE,6.333333333,270,,,4.93,34.5,8.75,0.925460526,-3.041636874,,EDGE,65.32,24.49,
1407,2021,Adetokunbo Ogundeji,Notre Dame,EDGE,6.333333333,260,35.25,9.63,4.8,32,10,0.916842105,-1.656374702,0.036367708,EDGE,61.39,44.81,59.3
1408,2023,Adetomiwa Adebawore,Northwestern,DT,6.088888889,282,33.88,10.5,4.49,37.5,10.41666667,1.141765511,8.937151046,,DT,99.51,100.0,
1409,2024,Adisa Isaac,Penn State,EDGE,6.333333333,247,33.88,9.63,4.74,34.5,10.25,0.914875,-2.148567981,,EDGE,60.16,37.7,
1410,2015,Adrian Amos,Penn St.,DS,6,218,,,4.56,35.5,10.16666667,0.860898148,-0.563833776,-2.424084829,S,88.52,80.82,59.2
1411,2005,Adrian Awasom,,EDGE,6.333333333,279,,,4.93,32.5,8.916666667,0.935506579,-1.840788285,,EDGE,69.47,42.55,
1412,2011,Adrian Clayborn,Iowa,EDGE,6.25,281,32.5,9.75,4.78,33,9.416666667,0.988495556,1.987159088,,EDGE,88.1,96.5,
1413,1999,Adrian Dingle,Clemson,EDGE,6.25,290,,,4.94,33,9.333333333,1.015644444,-0.119981841,,EDGE,93.94,69.86,
1414,2021,Adrian Ealy,Oklahoma,OT,6.5,321,33,10,5.38,24.5,8.666666667,0.902641026,-6.480480608,-14.73214957,OT,39.25,30.74,0.5
1415,2009,Adrian Grady,,DT,6.166666667,298,,,5.19,32,8.75,1.00877027,-3.58297966,,DT,76.18,25.27,
1416,2021,Adrian Hardy,Louisiana Tech,WR,6.083333333,205,32,9.38,4.61,37.5,10.33333333,0.827488584,-4.067067024,-2.787801495,WR,82.35,27.71,56.77
1417,2004,Adrian Jones,Kansas,OT,6.333333333,296,,,4.97,31,9.5,1.000947368,-0.455736924,,OT,81.32,88.99,
1418,2000,Adrian Klemm,Hawaii,OT,6.333333333,307,,,4.98,,0,0,0.725724124,,OT,4.25,95.45,
1419,2003,Adrian Madise,TCU,WR,6.083333333,215,,,4.49,32,9.916666667,0.785878995,0.113365555,,WR,64.41,87.22,
1420,2005,Adrian McPherson,Florida State,QB,6.333333333,218,,,4.71,34.5,10.66666667,0.824192982,-5.640536501,,QB,90.03,65.37,
1421,2011,Adrian Moten,,OLB,6.166666667,228,31.38,9.5,4.53,31,9.5,0.791837838,0.654126283,,EDGE,16.5,82.17,
1422,2002,Adrian Peterson,Georgia Southern,RB,5.833333333,214,,,4.68,34,9.916666667,0.840204762,-2.892808057,,RB,65.71,23.65,
1423,2010,Adrian Tracy,William  and  Mary,OLB,6.25,248,33.5,9.5,4.76,35.5,9.166666667,0.893902222,-1.986246426,,EDGE,47.47,40.29,
1424,2001,Adrian Wilson,North Carolina State,DS,6.25,213,,,4.53,39.5,10,0.84632,-1.912811228,,S,84.28,63.44,
1425,2004,Adrien Clarke,Ohio State,OG,6.416666667,329,,,5.52,26,8.5,0.952818182,-7.654229932,,IOL,65.25,18.2,
1426,2003,Ahmaad Galloway,Alabama,RB,6.083333333,223,,,4.65,,0,0,-2.258390641,,RB,3.99,33.17,
1427,2011,Ahmad Black,Florida,DS,5.833333333,184,31,9.88,4.7,35.5,9.916666667,0.738190476,-8.188949863,,S,31.6,2.79,
1428,2007,Ahmad Bradshaw,Marshall,RB,5.833333333,198,,,4.55,34,9.333333333,0.754285714,-2.488293488,,RB,23.6,28.57,
1429,2004,Ahmad Childress,,DT,6.5,351,,,5.28,22,7.166666667,0.8475,-0.84418809,,DT,27.9,57.58,
1430,2014,Ahmad Dixon,Baylor,DS,6,212,,,4.64,32,9.25,0.758194444,-3.231930704,-9.979752072,S,38.52,42.3,2.3
1431,2008,Ahtyba Rubin,Iowa State,DT,6.25,315,,,5.2,28,8.833333333,0.9898,-2.103328569,,DT,68.19,40.25,
1432,2005,Airese Currie,Clemson,WR,5.916666667,186,,,4.49,38,10.41666667,0.780239437,-3.455415418,,WR,61.07,35.41,
1433,2024,AJ Barner,Michigan,TE,6.5,251,33.38,9,,,,0,0,,TE,5.52,79.21,
1434,2020,AJ Dillon,Boston College,RB,6,247,31.63,9.63,4.53,41,10.91,1.086594167,4.153692622,0.127098338,RB,100.0,99.01,79.27
1435,2014,AJ McCarron,Alabama,QB,6.25,220,,,4.94,28,8.25,0.667333333,-10.03599558,-4.706544597,QB,21.33,23.27,31.5
1436,2021,AJ Parker,Kansas State,DC,6,183,30.63,7.38,4.54,33.5,9.75,0.687520833,-5.511463332,-6.558185779,CB,19.57,14.56,21.88
1437,2021,AJ Sanders,Texas A and M,RB,5.833333333,202,29.88,9.13,4.95,32,9.5,0.753171429,-10.81872168,-6.967274712,RB,23.44,0.16,7.77
1438,2011,Akeem Ayers,UCLA,OLB,6.25,254,33,9,4.81,31,9.666666667,0.878275556,-2.222804059,,EDGE,40.63,36.17,
1439,2011,Akeem Dent,Georgia,ILB,6.083333333,242,32,10,4.78,37.5,0,0.497260274,-2.327005368,,LB,19.28,44.27,
1440,2013,Akeem Spence,Illinois,DT,6.083333333,307,33.5,10,5.15,30,8.916666667,1.029641553,-1.06976139,-1.13828853,DT,85.15,53.07,47.69
1441,2012,Akiem Hicks,Regina,DT,6.416666667,318,,,5.23,31,9,1.032467532,-3.370508487,-0.911475398,DT,85.97,27.62,49.74
1442,1999,Akili Smith,Oregon,QB,6.25,227,,,4.66,34,9.5,0.814173333,-2.78117931,,QB,88.09,86.7,
1443,2018,Akrum Wadley,Iowa,RB,5.833333333,194,,,4.54,32,,0.354742857,-2.893982289,,RB,8.29,23.48,
1444,2015,Al Bond,Memphis,OG,6.333333333,303,,,5.57,23.5,7.5,0.793381579,-11.59346783,-4.198917886,IOL,16.39,2.95,28.57
1445,2000,Al Jackson,,OG,6.25,304,,,5.2,,0,0,-3.523625684,,IOL,4.67,65.08,
1446,2000,Al Lucas,,DT,6.083333333,294,,,5,36,9,1.08739726,0.212588196,,DT,96.9,75.9,
1447,2010,Al Woods,LSU,DT,6.333333333,309,36,11,5.15,37,9.083333333,1.118769737,-2.407223869,,DT,98.69,37.0,
1448,2012,Alameda Taamu,Washington,DT,6.166666667,248,32,9.75,5.37,26,8.583333333,0.751261261,-14.53351902,,DT,25.29,0.36,
1449,2013,Alan Bonner,Jacksonville State,WR,5.833333333,193,30.25,9.38,4.59,33,9.75,0.740292857,-4.187879315,,WR,39.79,26.34,
1450,2007,Alan Branch,Michigan,DT,6.5,324,,,5.07,27.5,8.916666667,0.975461538,0.01759666,,DT,63.78,72.92,
1451,2002,Alan Harper,Fresno State,DT,6.166666667,295,,,5.27,30.5,8.666666667,0.970045045,-5.586631505,,DT,62.48,10.65,
1452,2004,Alan Reuber,,OG,6.5,314,,,5.49,29,8.166666667,0.927239316,-9.584876458,,IOL,53.61,7.87,
1453,2015,Alani Fua,BYU,OLB,6.416666667,238,,,4.73,34.5,9.833333333,0.852060606,-3.625601479,1.946837515,EDGE,29.52,19.07,79.3
1454,2021,Alani Pututau,Adams State,EDGE,6.083333333,243,33.25,10.88,4.77,35.5,10.08333333,0.94259589,-1.970474509,-1.695006444,EDGE,72.95,40.41,34.04
1455,2021,Alaric Jackson,Iowa,OT,6.416666667,321,33.88,9.25,5.38,25,8.583333333,0.917837662,-5.946573015,0.088082239,OT,45.85,36.62,74.26
1456,2019,Albert Huggins,Clemson,DT,6.25,305,33.5,10.63,5.12,25.5,8.41,0.893609333,-1.80221738,-2.66429561,DT,36.22,43.77,28.21
1457,2010,Albert McClellan,,ILB,6.083333333,247,33,9.75,4.75,36.5,9.916666667,0.963751142,-0.979420292,,LB,94.28,62.25,
1458,2005,Albert Means,,DT,6.333333333,318,,,5.4,27,8,0.920526316,-6.187216549,,DT,41.6,6.86,
1459,2020,Albert Okwuegbunam,Missouri,TE,6.5,258,34.13,10.25,4.49,,,0,3.808757902,,TE,5.52,99.53,
1460,2001,Albert Traylor,,OG,6.25,307,,,5.42,27,0,0.44208,-7.495660507,,IOL,12.13,20.16,
1461,2014,Albert Wilson,Georgia State,WR,5.75,202,,,4.43,37.5,10.25,0.859231884,1.263256636,-2.140963411,WR,91.89,97.37,64.94
1462,1999,Albrey Battle,,DT,6.25,294,,,5.38,29,8.416666667,0.916626667,-8.478939762,,DT,40.46,2.71,
1463,2011,Aldon Smith,Missouri,EDGE,6.333333333,263,35.38,9.75,4.74,34,9.833333333,0.947030702,0.012545617,,EDGE,75.53,72.91,
1464,2011,Aldrick Robinson,Southern Methodist,WR,5.833333333,184,29.5,8.75,4.35,40,10.5,0.806971429,-0.132325937,-0.034512444,WR,75.19,83.9,85.26
1465,2013,Alec Lemon,,WR,6.083333333,202,31.13,8.5,4.59,32,9.333333333,0.715762557,-4.075554871,-4.404970694,WR,27.86,27.32,37.45
1466,2013,Alec Ogletree,Georgia,ILB,6.166666667,242,33.5,10,4.7,33.5,10.16666667,0.903684685,-1.076208788,-1.002437372,LB,77.97,61.12,58.24
1467,2023,Alex Austin,Oregon State,CB,6.083,195,31.88,8.5,4.55,33,10.16667,0.7328485,-4.246735309,,CB,35.32,26.16,
1468,2018,Alex Bachman,Wake Forest,WR,5.916666667,185,31,9.75,4.6,34.5,10.08333333,0.727406103,-6.154076174,-3.891266181,WR,33.02,9.66,42.83
1469,2001,Alex Bannister,Eastern Kentucky,WR,6.416666667,201,,,4.47,30.5,9.166666667,0.653467532,-3.16403,,WR,16.03,40.1,
1470,2019,Alex Barnes,Kansas State,RB,6,226,31,10,4.59,38.5,10.5,0.944805556,-0.05740403,0.694424599,RB,96.65,68.97,84.46
1471,2005,Alex Barron,Florida State,OT,6.666666667,318,,,5.27,35.5,0,0.56445,-5.702520614,,OT,13.58,39.28,
1472,2009,Alex Boone,,OT,6.583333333,328,,,5.16,27.5,8.583333333,0.955628692,-1.775859417,,OT,63.58,80.83,
1473,2008,Alex Brink,Washington State,QB,6.166666667,211,,,4.96,28,9.333333333,0.691927928,-11.45106222,,QB,27.42,16.9,
1474,2018,Alex Cappa,Humboldt State (CA),OT,6.5,305,,,5.39,26.5,8.083333333,0.856997863,-8.782388648,-6.787199022,OT,23.58,12.14,9.9
1475,2010,Alex Carrington,Arkansas State,EDGE,6.416666667,285,33.25,10.5,4.92,,0,0,-1.332591519,,EDGE,4.71,48.98,
1476,2015,Alex Carter,Stanford,DC,6,196,,,4.51,40,10.08333333,0.819842593,-2.760013975,-5.034191982,CB,84.37,47.68,35.83
1477,2009,Alex Fletcher,,OC,6.166666667,297,,,5.39,28,8,0.899027027,-7.713014463,,IOL,40.0,17.87,
1478,2020,Alex Highsmith,Charlotte,EDGE,6.25,248,33.13,9.13,4.7,33,10.41,0.9183936,-0.700705505,-2.896219323,EDGE,62.18,59.93,21.4
1479,2005,Alex Holmes,,TE,6.25,265,,,4.92,,0,0,-3.030607629,,TE,5.52,39.25,
1480,2021,Alex Leatherwood,Alabama,OT,6.416666667,312,33.88,9.5,5.01,34.5,9.833333333,1.116987013,0.245862131,2.313267464,OT,99.62,91.84,89.11
1481,2004,Alex Lewis,Wisconsin,OLB,6.083333333,228,,,4.78,34.5,10.08333333,0.871917808,-4.368310606,,EDGE,37.6,13.66,
1482,2001,Alex Lincoln,Auburn,ILB,6.083333333,251,,,4.77,35,9.25,0.926636986,-0.844965021,,LB,83.9,64.49,
1483,2011,Alex Linnenkohl,,OC,6.166666667,304,31.38,9.25,5.36,26.5,7.416666667,0.862018018,-6.157476201,,IOL,27.21,34.26,
1484,2009,Alex Magee,Purdue,DT,6.25,298,,,5.03,29.5,8.583333333,0.946315556,-0.90481326,,DT,51.55,56.59,
1485,2013,Alex Okafor,Texas,EDGE,6.375,264,33.88,9.63,4.88,36,9.333333333,0.947869281,-3.039516698,,EDGE,76.21,24.6,
1486,2010,Alex Parsons,,OG,6.333333333,309,31.75,10,5.12,27,8.25,0.908703947,-1.810676934,,IOL,43.28,82.95,
1487,2005,Alex Smith,Utah,TE,6.333333333,258,,,4.75,,0,0,-0.865261892,,TE,5.52,64.72,
1488,2004,Alex Stepanovich,Ohio State,OC,6.333333333,304,,,5.29,25.5,8,0.856,-5.850808388,,IOL,25.41,37.95,
1489,2001,Alex Sulfsted,Miami (OH),OG,6.333333333,312,,,5.3,30.5,8,0.960631579,-4.997330753,,IOL,68.52,47.7,
1490,2020,Alex Taylor,South Carolina State,OT,6.66,308,36.13,11.25,5.1,25,9.66,0.906580581,-3.490764258,-3.735410535,OT,40.75,62.05,38.12
1491,2019,Alex Wesley,Northern Colorado,WR,6,190,31.25,9,4.45,38.5,10.41,0.790980556,-2.318451811,-11.19793232,WR,67.08,52.39,2.39
1492,2019,Alexander Mattison,Boise State,RB,5.91,221,31,9.13,4.67,35,10.58,0.897835871,-2.041895308,-2.10525344,RB,89.0,35.96,52.85
1493,2016,"Alexander, Dominique",Oklahoma,LB,6,232,32.25,9,4.76,28.5,9.666666667,0.803407407,-2.872950465,-11.11268584,LB,30.08,37.75,1.76
1494,2016,"Alexander, MacKensie",Clemson,DC,5.833333333,190,31.38,9.13,4.49,37.5,10.08333333,0.790309524,-2.392525313,-7.058034145,CB,69.63,53.09,15.42
1495,2016,"Alexander, Vadal",LSU,OL,6.416666667,326,35.25,10.5,5.57,24,7.916666667,0.875683983,-9.024012787,-3.722694424,OL,42.25,2.78,41.86
1496,2012,Alfonzo Dennard,Nebraska,DC,5.833333333,204,30,9.5,4.55,37,0,0.431314286,-1.55420986,,CB,15.37,67.01,
1497,2014,Alfred Blue,LSU,RB,6.166666667,223,,,4.63,32,10.08333333,0.811137387,-2.260829285,-3.437422412,RB,50.08,32.84,31.61
1498,2005,Alfred Fincher,Connecticut,ILB,6.166666667,238,,,4.68,31.5,9.333333333,0.825495495,-1.206576908,,LB,38.14,59.78,
1499,2012,Alfred Morris,Florida Atlantic,RB,5.833333333,219,,,4.67,35,9.75,0.86505,-1.910518263,-0.264525075,RB,76.08,37.6,72.02
1500,2001,Alge Crumpler,North Carolina,TE,6.25,266,,,4.76,34,9.333333333,0.945777778,0.452397842,,TE,87.61,87.15,
1501,2008,Ali Highsmith,,OLB,6.083333333,230,,,4.95,26.5,9.333333333,0.7456621,-7.773019016,,EDGE,14.59,1.47,
1502,2015,Ali Marpet,Hobart,OC,6.333333333,307,,,4.98,30.5,9,1.001789474,0.725724124,3.778525484,IOL,82.3,96.56,96.67
1503,2019,Alijah Holder,Stanford,DC,6.08,191,32.5,9.5,4.6,36,10.08,0.746407895,-6.011433527,-0.89830602,CB,42.69,10.95,82.92
1504,2021,Alijah Vera-Tucker,USC,IOL,6.333333333,308,32.13,9.63,5.13,32,8.833333333,1.019912281,-2.136836325,-0.958589036,IOL,88.03,80.82,64.29
1505,2019,Alize Mack,Notre Dame,,6.33,249,33.75,9.38,4.7,36,10,0.930963665,-0.995802111,-2.476910011,,,,
1506,2007,Allen Barbre,Missouri Southern State,OT,6.333333333,300,,,4.84,32,8.75,0.988815789,2.665170728,,OT,76.6,99.05,
1507,2014,Allen Hurns,Miami,WR,6.083333333,198,,,4.55,31,10,0.716054795,-3.782864313,-7.825197293,WR,28.15,31.32,9.56
1508,2018,Allen Lazard,Iowa State,WR,6.416666667,227,,,4.55,38,10.16666667,0.867709957,-1.190895679,,WR,93.23,68.78,
1509,2018,Allen Rappleyea,Wake Forest,OT,6.416666667,278,33,9.25,5,31.5,9.25,0.922454545,-3.907123764,-1.600426634,OT,48.3,57.69,57.92
1510,2011,Allen Reisner,,TE,6.166666667,248,33.25,10.5,4.9,28,9,0.797621622,-4.50917006,,TE,26.35,22.2,
1511,2014,Allen Robinson,Penn St.,WR,6.166666667,220,,,4.6,39,10.58333333,0.904279279,-2.033475613,-1.677442251,WR,96.95,56.49,70.32
1512,2022,"Allen, Austin",Nebraska,TE,6.583333333,253,33.63,9.5,4.83,34,10.08333333,0.887635021,-4.597842308,0.601513625,TE,60.59,21.5,73.38
1513,2016,"Allen, Brandon",Arkansas,QB,6.083333333,217,31.25,8.88,4.84,29.5,9.5,0.746123288,-7.361161586,-2.552755332,QB,55.4,50.42,62.2
1514,2017,"Allen, Brian",Utah,DC,6.25,215,34,10,4.48,34.5,9.75,0.7869,-0.500708889,2.516655851,CB,68.23,80.28,98.33
1515,2016,"Allen, Jack",Michigan State,OL,6.083333333,294,32.25,10.13,5.29,26.5,8.416666667,0.901465753,-5.575081689,-3.817073129,OL,49.3,16.67,39.53
1516,2017,"Allen, Jonathan",Alabama,EDGE,6.25,286,33.63,9.38,5,30,9,0.93808,-1.860543952,-0.370553611,EDGE,70.82,42.1,52.28
